cid,sig_id,cell_id,pert_id,drugName,drugClass,drugLabel
REP.A017_MCF7_24H:J22,REP.A017_MCF7_24H:J22,MCF7,BRD-A66155091,trilostane,Reproductive Control Agents,8
REP.A017_MCF7_24H:J23,REP.A017_MCF7_24H:J23,MCF7,BRD-A66155091,trilostane,Reproductive Control Agents,8
REP.A017_MCF7_24H:J24,REP.A017_MCF7_24H:J24,MCF7,BRD-A66155091,trilostane,Reproductive Control Agents,8
REP.A017_MCF7_24H:K13,REP.A017_MCF7_24H:K13,MCF7,BRD-K66937583,lodoxamide,Anti-Allergic Agents,6
REP.A017_MCF7_24H:K14,REP.A017_MCF7_24H:K14,MCF7,BRD-K66937583,lodoxamide,Anti-Allergic Agents,6
REP.A017_MCF7_24H:K15,REP.A017_MCF7_24H:K15,MCF7,BRD-K66937583,lodoxamide,Anti-Allergic Agents,6
REP.A017_MCF7_24H:K16,REP.A017_MCF7_24H:K16,MCF7,BRD-K66937583,lodoxamide,Anti-Allergic Agents,6
REP.A017_MCF7_24H:K17,REP.A017_MCF7_24H:K17,MCF7,BRD-K66937583,lodoxamide,Anti-Allergic Agents,6
REP.A017_MCF7_24H:K18,REP.A017_MCF7_24H:K18,MCF7,BRD-K66937583,lodoxamide,Anti-Allergic Agents,6
REP.A017_MCF7_24H:K19,REP.A017_MCF7_24H:K19,MCF7,BRD-K67043667,altretamine,Antineoplastic Agents,1
REP.A017_MCF7_24H:K20,REP.A017_MCF7_24H:K20,MCF7,BRD-K67043667,altretamine,Antineoplastic Agents,1
REP.A017_MCF7_24H:K21,REP.A017_MCF7_24H:K21,MCF7,BRD-K67043667,altretamine,Antineoplastic Agents,1
REP.A017_MCF7_24H:K22,REP.A017_MCF7_24H:K22,MCF7,BRD-K67043667,altretamine,Antineoplastic Agents,1
REP.A017_MCF7_24H:K23,REP.A017_MCF7_24H:K23,MCF7,BRD-K67043667,altretamine,Antineoplastic Agents,1
REP.A017_MCF7_24H:K24,REP.A017_MCF7_24H:K24,MCF7,BRD-K67043667,altretamine,Antineoplastic Agents,1
REP.A017_MCF7_24H:L13,REP.A017_MCF7_24H:L13,MCF7,BRD-K67017579,cilostazol,Cardiovascular Agents,3
REP.A017_MCF7_24H:L14,REP.A017_MCF7_24H:L14,MCF7,BRD-K67017579,cilostazol,Cardiovascular Agents,3
REP.A017_MCF7_24H:L15,REP.A017_MCF7_24H:L15,MCF7,BRD-K67017579,cilostazol,Cardiovascular Agents,3
REP.A017_MCF7_24H:L16,REP.A017_MCF7_24H:L16,MCF7,BRD-K67017579,cilostazol,Cardiovascular Agents,3
REP.A017_MCF7_24H:L17,REP.A017_MCF7_24H:L17,MCF7,BRD-K67017579,cilostazol,Cardiovascular Agents,3
REP.A017_MCF7_24H:L18,REP.A017_MCF7_24H:L18,MCF7,BRD-K67017579,cilostazol,Cardiovascular Agents,3
REP.A017_MCF7_24H:M13,REP.A017_MCF7_24H:M13,MCF7,BRD-A61793559,metolazone,Cardiovascular Agents,3
REP.A017_MCF7_24H:M14,REP.A017_MCF7_24H:M14,MCF7,BRD-A61793559,metolazone,Cardiovascular Agents,3
REP.A017_MCF7_24H:M15,REP.A017_MCF7_24H:M15,MCF7,BRD-A61793559,metolazone,Cardiovascular Agents,3
REP.A017_MCF7_24H:M16,REP.A017_MCF7_24H:M16,MCF7,BRD-A61793559,metolazone,Cardiovascular Agents,3
REP.A017_MCF7_24H:M17,REP.A017_MCF7_24H:M17,MCF7,BRD-A61793559,metolazone,Cardiovascular Agents,3
REP.A017_MCF7_24H:M18,REP.A017_MCF7_24H:M18,MCF7,BRD-A61793559,metolazone,Cardiovascular Agents,3
REP.A017_MCF7_24H:M20,REP.A017_MCF7_24H:M20,MCF7,BRD-K62737565,gabapentin,Anti-Infective Agents,2
REP.A017_MCF7_24H:M21,REP.A017_MCF7_24H:M21,MCF7,BRD-K62737565,gabapentin,Anti-Infective Agents,2
REP.A017_MCF7_24H:M22,REP.A017_MCF7_24H:M22,MCF7,BRD-K62737565,gabapentin,Anti-Infective Agents,2
REP.A017_MCF7_24H:M23,REP.A017_MCF7_24H:M23,MCF7,BRD-K62737565,gabapentin,Anti-Infective Agents,2
REP.A017_MCF7_24H:M24,REP.A017_MCF7_24H:M24,MCF7,BRD-K62737565,gabapentin,Anti-Infective Agents,2
REP.A017_MCF7_24H:N07,REP.A017_MCF7_24H:N07,MCF7,BRD-K67783091,haloperidol,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:N08,REP.A017_MCF7_24H:N08,MCF7,BRD-K67783091,haloperidol,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:N09,REP.A017_MCF7_24H:N09,MCF7,BRD-K67783091,haloperidol,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:N10,REP.A017_MCF7_24H:N10,MCF7,BRD-K67783091,haloperidol,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:N11,REP.A017_MCF7_24H:N11,MCF7,BRD-K67783091,haloperidol,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:N12,REP.A017_MCF7_24H:N12,MCF7,BRD-K67783091,haloperidol,Anti-Inflammatory Agents,0
REP.A017_MCF7_24H:N13,REP.A017_MCF7_24H:N13,MCF7,BRD-K61988078,moxidectin,Anti-Infective Agents,2
REP.A017_MCF7_24H:N14,REP.A017_MCF7_24H:N14,MCF7,BRD-K61988078,moxidectin,Anti-Infective Agents,2
REP.A017_MCF7_24H:N15,REP.A017_MCF7_24H:N15,MCF7,BRD-K61988078,moxidectin,Anti-Infective Agents,2
REP.A017_MCF7_24H:N16,REP.A017_MCF7_24H:N16,MCF7,BRD-K61988078,moxidectin,Anti-Infective Agents,2
REP.A017_MCF7_24H:N17,REP.A017_MCF7_24H:N17,MCF7,BRD-K61988078,moxidectin,Anti-Infective Agents,2
REP.A017_MCF7_24H:N18,REP.A017_MCF7_24H:N18,MCF7,BRD-K61988078,moxidectin,Anti-Infective Agents,2
REP.A017_MCF7_24H:N19,REP.A017_MCF7_24H:N19,MCF7,BRD-A63236097,andrographolide,Anti-Infective Agents,2
REP.A017_MCF7_24H:N20,REP.A017_MCF7_24H:N20,MCF7,BRD-A63236097,andrographolide,Anti-Infective Agents,2
REP.A017_MCF7_24H:N21,REP.A017_MCF7_24H:N21,MCF7,BRD-A63236097,andrographolide,Anti-Infective Agents,2
REP.A017_MCF7_24H:N22,REP.A017_MCF7_24H:N22,MCF7,BRD-A63236097,andrographolide,Anti-Infective Agents,2
REP.A017_MCF7_24H:N23,REP.A017_MCF7_24H:N23,MCF7,BRD-A63236097,andrographolide,Anti-Infective Agents,2
REP.A017_MCF7_24H:N24,REP.A017_MCF7_24H:N24,MCF7,BRD-A63236097,andrographolide,Anti-Infective Agents,2
REP.A017_MCF7_24H:O13,REP.A017_MCF7_24H:O13,MCF7,BRD-K67080878,milrinone,Cardiovascular Agents,3
REP.A017_MCF7_24H:O14,REP.A017_MCF7_24H:O14,MCF7,BRD-K67080878,milrinone,Cardiovascular Agents,3
REP.A017_MCF7_24H:O15,REP.A017_MCF7_24H:O15,MCF7,BRD-K67080878,milrinone,Cardiovascular Agents,3
REP.A017_MCF7_24H:O16,REP.A017_MCF7_24H:O16,MCF7,BRD-K67080878,milrinone,Cardiovascular Agents,3
REP.A017_MCF7_24H:O17,REP.A017_MCF7_24H:O17,MCF7,BRD-K67080878,milrinone,Cardiovascular Agents,3
REP.A017_MCF7_24H:O18,REP.A017_MCF7_24H:O18,MCF7,BRD-K67080878,milrinone,Cardiovascular Agents,3
REP.A017_MCF7_24H:P01,REP.A017_MCF7_24H:P01,MCF7,BRD-K63861289,molsidomine,Cardiovascular Agents,3
REP.A017_MCF7_24H:P02,REP.A017_MCF7_24H:P02,MCF7,BRD-K63861289,molsidomine,Cardiovascular Agents,3
REP.A017_MCF7_24H:P03,REP.A017_MCF7_24H:P03,MCF7,BRD-K63861289,molsidomine,Cardiovascular Agents,3
REP.A017_MCF7_24H:P04,REP.A017_MCF7_24H:P04,MCF7,BRD-K63861289,molsidomine,Cardiovascular Agents,3
REP.A017_MCF7_24H:P06,REP.A017_MCF7_24H:P06,MCF7,BRD-K63861289,molsidomine,Cardiovascular Agents,3
REP.A017_MCF7_24H:P07,REP.A017_MCF7_24H:P07,MCF7,BRD-A65280694,molindone,Central Nervous System Agents,4
REP.A017_MCF7_24H:P08,REP.A017_MCF7_24H:P08,MCF7,BRD-A65280694,molindone,Central Nervous System Agents,4
REP.A017_MCF7_24H:P10,REP.A017_MCF7_24H:P10,MCF7,BRD-A65280694,molindone,Central Nervous System Agents,4
REP.A017_MCF7_24H:P11,REP.A017_MCF7_24H:P11,MCF7,BRD-A65280694,molindone,Central Nervous System Agents,4
REP.A017_MCF7_24H:P12,REP.A017_MCF7_24H:P12,MCF7,BRD-A65280694,molindone,Central Nervous System Agents,4
REP.A017_MCF7_24H:C23,REP.A017_MCF7_24H:C23,MCF7,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_MCF7_24H:F15,REP.A017_MCF7_24H:F15,MCF7,BRD-K62858456,lomerizine,Cardiovascular Agents,3
REP.A017_MCF7_24H:F17,REP.A017_MCF7_24H:F17,MCF7,BRD-K62858456,lomerizine,Cardiovascular Agents,3
REP.A017_MCF7_24H:G22,REP.A017_MCF7_24H:G22,MCF7,BRD-K63675182,triflupromazine,Central Nervous System Agents,4
REP.A017_MCF7_24H:H17,REP.A017_MCF7_24H:H17,MCF7,BRD-A63675168,brivudine,Anti-Infective Agents,2
REP.A017_MCF7_24H:M19,REP.A017_MCF7_24H:M19,MCF7,BRD-K62737565,gabapentin,Anti-Infective Agents,2
REP.A017_MCF7_24H:P09,REP.A017_MCF7_24H:P09,MCF7,BRD-A65280694,molindone,Central Nervous System Agents,4
REP.A017_MCF7_24H:P05,REP.A017_MCF7_24H:P05,MCF7,BRD-K63861289,molsidomine,Cardiovascular Agents,3
REP.A017_PC3_24H:A03,REP.A017_PC3_24H:A03,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_PC3_24H:A04,REP.A017_PC3_24H:A04,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_PC3_24H:A05,REP.A017_PC3_24H:A05,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_PC3_24H:A06,REP.A017_PC3_24H:A06,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_PC3_24H:A19,REP.A017_PC3_24H:A19,PC3,BRD-K50938287,sumatriptan,Cardiovascular Agents,3
REP.A017_PC3_24H:A20,REP.A017_PC3_24H:A20,PC3,BRD-K50938287,sumatriptan,Cardiovascular Agents,3
REP.A017_PC3_24H:A21,REP.A017_PC3_24H:A21,PC3,BRD-K50938287,sumatriptan,Cardiovascular Agents,3
REP.A017_PC3_24H:A22,REP.A017_PC3_24H:A22,PC3,BRD-K50938287,sumatriptan,Cardiovascular Agents,3
REP.A017_PC3_24H:A23,REP.A017_PC3_24H:A23,PC3,BRD-K50938287,sumatriptan,Cardiovascular Agents,3
REP.A017_PC3_24H:A24,REP.A017_PC3_24H:A24,PC3,BRD-K50938287,sumatriptan,Cardiovascular Agents,3
REP.A017_PC3_24H:B03,REP.A017_PC3_24H:B03,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_PC3_24H:B04,REP.A017_PC3_24H:B04,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_PC3_24H:B05,REP.A017_PC3_24H:B05,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_PC3_24H:B06,REP.A017_PC3_24H:B06,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_PC3_24H:B07,REP.A017_PC3_24H:B07,PC3,BRD-K50168500,canertinib,Cardiovascular Agents,3
REP.A017_PC3_24H:B08,REP.A017_PC3_24H:B08,PC3,BRD-K50168500,canertinib,Cardiovascular Agents,3
REP.A017_PC3_24H:B09,REP.A017_PC3_24H:B09,PC3,BRD-K50168500,canertinib,Cardiovascular Agents,3
REP.A017_PC3_24H:B10,REP.A017_PC3_24H:B10,PC3,BRD-K50168500,canertinib,Cardiovascular Agents,3
REP.A017_PC3_24H:B11,REP.A017_PC3_24H:B11,PC3,BRD-K50168500,canertinib,Cardiovascular Agents,3
REP.A017_PC3_24H:B12,REP.A017_PC3_24H:B12,PC3,BRD-K50168500,canertinib,Cardiovascular Agents,3
REP.A017_PC3_24H:C07,REP.A017_PC3_24H:C07,PC3,BRD-K45542189,diethylcarbamazine,Anti-Infective Agents,2
REP.A017_PC3_24H:C08,REP.A017_PC3_24H:C08,PC3,BRD-K45542189,diethylcarbamazine,Anti-Infective Agents,2
REP.A017_PC3_24H:C09,REP.A017_PC3_24H:C09,PC3,BRD-K45542189,diethylcarbamazine,Anti-Infective Agents,2
REP.A017_PC3_24H:C10,REP.A017_PC3_24H:C10,PC3,BRD-K45542189,diethylcarbamazine,Anti-Infective Agents,2
REP.A017_PC3_24H:C11,REP.A017_PC3_24H:C11,PC3,BRD-K45542189,diethylcarbamazine,Anti-Infective Agents,2
REP.A017_PC3_24H:C12,REP.A017_PC3_24H:C12,PC3,BRD-K45542189,diethylcarbamazine,Anti-Infective Agents,2
REP.A017_PC3_24H:C13,REP.A017_PC3_24H:C13,PC3,BRD-A47598013,citalopram,Central Nervous System Agents,4
REP.A017_PC3_24H:C14,REP.A017_PC3_24H:C14,PC3,BRD-A47598013,citalopram,Central Nervous System Agents,4
REP.A017_PC3_24H:C15,REP.A017_PC3_24H:C15,PC3,BRD-A47598013,citalopram,Central Nervous System Agents,4
REP.A017_PC3_24H:C16,REP.A017_PC3_24H:C16,PC3,BRD-A47598013,citalopram,Central Nervous System Agents,4
REP.A017_PC3_24H:C17,REP.A017_PC3_24H:C17,PC3,BRD-A47598013,citalopram,Central Nervous System Agents,4
REP.A017_PC3_24H:C18,REP.A017_PC3_24H:C18,PC3,BRD-A47598013,citalopram,Central Nervous System Agents,4
REP.A017_PC3_24H:C19,REP.A017_PC3_24H:C19,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_PC3_24H:C20,REP.A017_PC3_24H:C20,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_PC3_24H:C21,REP.A017_PC3_24H:C21,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_PC3_24H:C22,REP.A017_PC3_24H:C22,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_PC3_24H:C23,REP.A017_PC3_24H:C23,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_PC3_24H:C24,REP.A017_PC3_24H:C24,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_PC3_24H:D19,REP.A017_PC3_24H:D19,PC3,BRD-K49111258,prazosin,Cardiovascular Agents,3
REP.A017_PC3_24H:D20,REP.A017_PC3_24H:D20,PC3,BRD-K49111258,prazosin,Cardiovascular Agents,3
REP.A017_PC3_24H:D21,REP.A017_PC3_24H:D21,PC3,BRD-K49111258,prazosin,Cardiovascular Agents,3
REP.A017_PC3_24H:D22,REP.A017_PC3_24H:D22,PC3,BRD-K49111258,prazosin,Cardiovascular Agents,3
REP.A017_PC3_24H:D23,REP.A017_PC3_24H:D23,PC3,BRD-K49111258,prazosin,Cardiovascular Agents,3
REP.A017_PC3_24H:D24,REP.A017_PC3_24H:D24,PC3,BRD-K49111258,prazosin,Cardiovascular Agents,3
REP.A017_PC3_24H:E01,REP.A017_PC3_24H:E01,PC3,BRD-A50311610,meclizine,Anti-Allergic Agents,6
REP.A017_PC3_24H:E02,REP.A017_PC3_24H:E02,PC3,BRD-A50311610,meclizine,Anti-Allergic Agents,6
REP.A017_PC3_24H:E03,REP.A017_PC3_24H:E03,PC3,BRD-A50311610,meclizine,Anti-Allergic Agents,6
REP.A017_PC3_24H:E04,REP.A017_PC3_24H:E04,PC3,BRD-A50311610,meclizine,Anti-Allergic Agents,6
REP.A017_PC3_24H:E05,REP.A017_PC3_24H:E05,PC3,BRD-A50311610,meclizine,Anti-Allergic Agents,6
REP.A017_PC3_24H:E06,REP.A017_PC3_24H:E06,PC3,BRD-A50311610,meclizine,Anti-Allergic Agents,6
REP.A017_PC3_24H:E19,REP.A017_PC3_24H:E19,PC3,BRD-A62879835,rifaximin,Anti-Infective Agents,2
REP.A017_PC3_24H:E20,REP.A017_PC3_24H:E20,PC3,BRD-A62879835,rifaximin,Anti-Infective Agents,2
REP.A017_PC3_24H:E21,REP.A017_PC3_24H:E21,PC3,BRD-A62879835,rifaximin,Anti-Infective Agents,2
REP.A017_PC3_24H:E22,REP.A017_PC3_24H:E22,PC3,BRD-A62879835,rifaximin,Anti-Infective Agents,2
REP.A017_PC3_24H:E23,REP.A017_PC3_24H:E23,PC3,BRD-A62879835,rifaximin,Anti-Infective Agents,2
REP.A017_PC3_24H:E24,REP.A017_PC3_24H:E24,PC3,BRD-A62879835,rifaximin,Anti-Infective Agents,2
REP.A017_PC3_24H:F01,REP.A017_PC3_24H:F01,PC3,BRD-K62363391,dapsone,Anti-Infective Agents,2
REP.A017_PC3_24H:F02,REP.A017_PC3_24H:F02,PC3,BRD-K62363391,dapsone,Anti-Infective Agents,2
REP.A017_PC3_24H:F03,REP.A017_PC3_24H:F03,PC3,BRD-K62363391,dapsone,Anti-Infective Agents,2
REP.A017_PC3_24H:F04,REP.A017_PC3_24H:F04,PC3,BRD-K62363391,dapsone,Anti-Infective Agents,2
REP.A017_PC3_24H:F05,REP.A017_PC3_24H:F05,PC3,BRD-K62363391,dapsone,Anti-Infective Agents,2
REP.A017_PC3_24H:F06,REP.A017_PC3_24H:F06,PC3,BRD-K62363391,dapsone,Anti-Infective Agents,2
REP.A017_PC3_24H:F07,REP.A017_PC3_24H:F07,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_PC3_24H:F08,REP.A017_PC3_24H:F08,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_PC3_24H:F09,REP.A017_PC3_24H:F09,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_PC3_24H:F10,REP.A017_PC3_24H:F10,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_PC3_24H:F11,REP.A017_PC3_24H:F11,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_PC3_24H:F12,REP.A017_PC3_24H:F12,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
REP.A017_PC3_24H:F13,REP.A017_PC3_24H:F13,PC3,BRD-K62858456,lomerizine,Cardiovascular Agents,3
REP.A017_PC3_24H:F14,REP.A017_PC3_24H:F14,PC3,BRD-K62858456,lomerizine,Cardiovascular Agents,3
REP.A017_PC3_24H:F15,REP.A017_PC3_24H:F15,PC3,BRD-K62858456,lomerizine,Cardiovascular Agents,3
REP.A017_PC3_24H:F16,REP.A017_PC3_24H:F16,PC3,BRD-K62858456,lomerizine,Cardiovascular Agents,3
REP.A017_PC3_24H:F17,REP.A017_PC3_24H:F17,PC3,BRD-K62858456,lomerizine,Cardiovascular Agents,3
REP.A017_PC3_24H:F18,REP.A017_PC3_24H:F18,PC3,BRD-K62858456,lomerizine,Cardiovascular Agents,3
REP.A017_PC3_24H:F19,REP.A017_PC3_24H:F19,PC3,BRD-K62965247,tipifarnib,Antineoplastic Agents,1
REP.A017_PC3_24H:F20,REP.A017_PC3_24H:F20,PC3,BRD-K62965247,tipifarnib,Antineoplastic Agents,1
REP.A017_PC3_24H:F21,REP.A017_PC3_24H:F21,PC3,BRD-K62965247,tipifarnib,Antineoplastic Agents,1
REP.A017_PC3_24H:F22,REP.A017_PC3_24H:F22,PC3,BRD-K62965247,tipifarnib,Antineoplastic Agents,1
REP.A017_PC3_24H:F23,REP.A017_PC3_24H:F23,PC3,BRD-K62965247,tipifarnib,Antineoplastic Agents,1
REP.A017_PC3_24H:F24,REP.A017_PC3_24H:F24,PC3,BRD-K62965247,tipifarnib,Antineoplastic Agents,1
REP.A017_PC3_24H:G01,REP.A017_PC3_24H:G01,PC3,BRD-K62391742,venetoclax,Antineoplastic Agents,1
REP.A017_PC3_24H:G02,REP.A017_PC3_24H:G02,PC3,BRD-K62391742,venetoclax,Antineoplastic Agents,1
REP.A017_PC3_24H:G03,REP.A017_PC3_24H:G03,PC3,BRD-K62391742,venetoclax,Antineoplastic Agents,1
REP.A017_PC3_24H:G04,REP.A017_PC3_24H:G04,PC3,BRD-K62391742,venetoclax,Antineoplastic Agents,1
REP.A017_PC3_24H:G05,REP.A017_PC3_24H:G05,PC3,BRD-K62391742,venetoclax,Antineoplastic Agents,1
REP.A017_PC3_24H:G06,REP.A017_PC3_24H:G06,PC3,BRD-K62391742,venetoclax,Antineoplastic Agents,1
REP.A017_PC3_24H:G07,REP.A017_PC3_24H:G07,PC3,BRD-K63550407,erythromycin,Anti-Infective Agents,2
REP.A017_PC3_24H:G08,REP.A017_PC3_24H:G08,PC3,BRD-K63550407,erythromycin,Anti-Infective Agents,2
REP.A017_PC3_24H:G09,REP.A017_PC3_24H:G09,PC3,BRD-K63550407,erythromycin,Anti-Infective Agents,2
REP.A017_PC3_24H:G10,REP.A017_PC3_24H:G10,PC3,BRD-K63550407,erythromycin,Anti-Infective Agents,2
REP.A017_PC3_24H:G11,REP.A017_PC3_24H:G11,PC3,BRD-K63550407,erythromycin,Anti-Infective Agents,2
REP.A017_PC3_24H:G12,REP.A017_PC3_24H:G12,PC3,BRD-K63550407,erythromycin,Anti-Infective Agents,2
REP.A017_PC3_24H:G13,REP.A017_PC3_24H:G13,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_PC3_24H:G14,REP.A017_PC3_24H:G14,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_PC3_24H:G15,REP.A017_PC3_24H:G15,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_PC3_24H:G16,REP.A017_PC3_24H:G16,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_PC3_24H:G17,REP.A017_PC3_24H:G17,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_PC3_24H:G18,REP.A017_PC3_24H:G18,PC3,BRD-K50691590,bortezomib,Antineoplastic Agents,1
REP.A017_PC3_24H:G19,REP.A017_PC3_24H:G19,PC3,BRD-K63675182,triflupromazine,Central Nervous System Agents,4
REP.A017_PC3_24H:G20,REP.A017_PC3_24H:G20,PC3,BRD-K63675182,triflupromazine,Central Nervous System Agents,4
REP.A017_PC3_24H:G21,REP.A017_PC3_24H:G21,PC3,BRD-K63675182,triflupromazine,Central Nervous System Agents,4
REP.A017_PC3_24H:G22,REP.A017_PC3_24H:G22,PC3,BRD-K63675182,triflupromazine,Central Nervous System Agents,4
REP.A017_PC3_24H:G23,REP.A017_PC3_24H:G23,PC3,BRD-K63675182,triflupromazine,Central Nervous System Agents,4
REP.A017_PC3_24H:G24,REP.A017_PC3_24H:G24,PC3,BRD-K63675182,triflupromazine,Central Nervous System Agents,4
REP.A017_PC3_24H:H01,REP.A017_PC3_24H:H01,PC3,BRD-K62996583,lidoflazine,Cardiovascular Agents,3
REP.A017_PC3_24H:H02,REP.A017_PC3_24H:H02,PC3,BRD-K62996583,lidoflazine,Cardiovascular Agents,3
REP.A017_PC3_24H:H03,REP.A017_PC3_24H:H03,PC3,BRD-K62996583,lidoflazine,Cardiovascular Agents,3
REP.A017_PC3_24H:H04,REP.A017_PC3_24H:H04,PC3,BRD-K62996583,lidoflazine,Cardiovascular Agents,3
REP.A017_PC3_24H:H05,REP.A017_PC3_24H:H05,PC3,BRD-K62996583,lidoflazine,Cardiovascular Agents,3
REP.A017_PC3_24H:H06,REP.A017_PC3_24H:H06,PC3,BRD-K62996583,lidoflazine,Cardiovascular Agents,3
REP.A017_PC3_24H:H13,REP.A017_PC3_24H:H13,PC3,BRD-A63675168,brivudine,Anti-Infective Agents,2
REP.A017_PC3_24H:H14,REP.A017_PC3_24H:H14,PC3,BRD-A63675168,brivudine,Anti-Infective Agents,2
REP.A017_PC3_24H:H15,REP.A017_PC3_24H:H15,PC3,BRD-A63675168,brivudine,Anti-Infective Agents,2
REP.A017_PC3_24H:H16,REP.A017_PC3_24H:H16,PC3,BRD-A63675168,brivudine,Anti-Infective Agents,2
REP.A017_PC3_24H:H17,REP.A017_PC3_24H:H17,PC3,BRD-A63675168,brivudine,Anti-Infective Agents,2
REP.A017_PC3_24H:H18,REP.A017_PC3_24H:H18,PC3,BRD-A63675168,brivudine,Anti-Infective Agents,2
REP.A017_PC3_24H:I01,REP.A017_PC3_24H:I01,PC3,BRD-A64485570,trifluridine,Anti-Infective Agents,2
REP.A017_PC3_24H:I02,REP.A017_PC3_24H:I02,PC3,BRD-A64485570,trifluridine,Anti-Infective Agents,2
REP.A017_PC3_24H:I03,REP.A017_PC3_24H:I03,PC3,BRD-A64485570,trifluridine,Anti-Infective Agents,2
REP.A017_PC3_24H:I04,REP.A017_PC3_24H:I04,PC3,BRD-A64485570,trifluridine,Anti-Infective Agents,2
REP.A017_PC3_24H:I05,REP.A017_PC3_24H:I05,PC3,BRD-A64485570,trifluridine,Anti-Infective Agents,2
REP.A017_PC3_24H:I06,REP.A017_PC3_24H:I06,PC3,BRD-A64485570,trifluridine,Anti-Infective Agents,2
REP.A017_PC3_24H:I13,REP.A017_PC3_24H:I13,PC3,BRD-A64977602,mirtazapine,Central Nervous System Agents,4
REP.A017_PC3_24H:I14,REP.A017_PC3_24H:I14,PC3,BRD-A64977602,mirtazapine,Central Nervous System Agents,4
REP.A017_PC3_24H:I15,REP.A017_PC3_24H:I15,PC3,BRD-A64977602,mirtazapine,Central Nervous System Agents,4
REP.A017_PC3_24H:I16,REP.A017_PC3_24H:I16,PC3,BRD-A64977602,mirtazapine,Central Nervous System Agents,4
REP.A017_PC3_24H:I17,REP.A017_PC3_24H:I17,PC3,BRD-A64977602,mirtazapine,Central Nervous System Agents,4
REP.A017_PC3_24H:I18,REP.A017_PC3_24H:I18,PC3,BRD-A64977602,mirtazapine,Central Nervous System Agents,4
REP.A017_PC3_24H:I19,REP.A017_PC3_24H:I19,PC3,BRD-A65013509,oxybutynin,Anti-Infective Agents,2
REP.A017_PC3_24H:I20,REP.A017_PC3_24H:I20,PC3,BRD-A65013509,oxybutynin,Anti-Infective Agents,2
REP.A017_PC3_24H:I21,REP.A017_PC3_24H:I21,PC3,BRD-A65013509,oxybutynin,Anti-Infective Agents,2
REP.A017_PC3_24H:I22,REP.A017_PC3_24H:I22,PC3,BRD-A65013509,oxybutynin,Anti-Infective Agents,2
REP.A017_PC3_24H:I23,REP.A017_PC3_24H:I23,PC3,BRD-A65013509,oxybutynin,Anti-Infective Agents,2
REP.A017_PC3_24H:I24,REP.A017_PC3_24H:I24,PC3,BRD-A65013509,oxybutynin,Anti-Infective Agents,2
REP.A017_PC3_24H:J01,REP.A017_PC3_24H:J01,PC3,BRD-K64504314,dienogest,Reproductive Control Agents,8
REP.A017_PC3_24H:J02,REP.A017_PC3_24H:J02,PC3,BRD-K64504314,dienogest,Reproductive Control Agents,8
REP.A017_PC3_24H:J03,REP.A017_PC3_24H:J03,PC3,BRD-K64504314,dienogest,Reproductive Control Agents,8
REP.A017_PC3_24H:J04,REP.A017_PC3_24H:J04,PC3,BRD-K64504314,dienogest,Reproductive Control Agents,8
REP.A017_PC3_24H:J05,REP.A017_PC3_24H:J05,PC3,BRD-K64504314,dienogest,Reproductive Control Agents,8
REP.A017_PC3_24H:J06,REP.A017_PC3_24H:J06,PC3,BRD-K64504314,dienogest,Reproductive Control Agents,8
